CAPTL_WF,CATHROCK
0.0,0.179393924
0.027628543,0.222424227
0.0,0.193181803
0.0,0.206060591
0.046342907,0.206060591
0.0,0.195606045
0.044914243,0.200454545
0.042142814,0.191818167
0.055199979,0.179393924
0.110485621,0.196060606
0.097400014,0.180606045
0.157685743,0.206515136
0.145571357,0.166515152
0.158171407,0.148333318
0.179285757,0.183333318
0.203114207,0.163939394
0.205971421,0.165303015
0.2008,0.170606045
0.188171386,0.141515136
0.179771421,0.100303015
0.176399993,0.108333333
0.173685671,0.134393939
0.163828607,0.135606061
0.167542814,0.131363621
0.165199936,0.141818182
0.155399979,0.112121212
0.203171429,0.126060606
0.258828514,0.107878773
0.242971471,0.109545455
0.268171364,0.112575742
0.246685679,0.119545439
0.246685679,0.138484833
0.27197135,0.141969697
0.283171407,0.168030288
0.262142836,0.225909076
0.224685671,0.245757561
0.210600064,0.254696955
0.182971407,0.266666636
0.160057179,0.342727258
0.112285614,0.417575727
0.043485693,0.365909061
0.076742771,0.286212106
0.0,0.281969682
0.0,0.240606045
0.0,0.208030303
0.0,0.193030288
0.0,0.179090909
0.0,0.206060591
0.0,0.190606045
0.0,0.211818182
0.0,0.196060606
0.046342907,0.15984847
0.049142893,0.168333333
0.046771457,0.21984847
0.027628543,0.1801515
0.0,0.188484848
0.050571443,0.184090909
0.079142764,0.150757576
0.103885757,0.164393924
0.103914314,0.135303015
0.062285721,0.101515152
0.065057157,0.135303015
0.068771471,0.128484848
0.027114321,0.053181818
0.079542871,0.075606061
0.097400014,0.082878788
0.086971393,0.093636364
0.0,0.10969697
0.061342836,0.109242424
0.108057079,0.095151515
0.073914229,0.094242424
0.059914286,0.088333318
0.071600014,0.097272727
0.0280571,0.100454545
0.013142829,0.098484848
0.0,0.106969682
0.0,0.105757576
0.028542871,0.079848485
0.043485693,0.080909091
0.0,0.083484848
0.09311425,0.067424242
0.071114243,0.058333333
0.085199957,0.095
0.144199914,0.105757576
0.172171457,0.070909091
0.197485786,0.047121212
0.2274571,0.070909091
0.249457114,0.124999985
0.270028579,0.1401515
0.309914286,0.156363636
0.2780571,0.162272712
0.290199936,0.175757561
0.278057207,0.151818182
0.261628614,0.145606061
0.288342936,0.162727273
0.274742893,0.131515136
0.28454285,0.143030303
0.303742871,0.170151515
0.2705428,0.169090894
0.283171407,0.173636348
0.256028529,0.165303015
0.263542829,0.231060591
0.269600021,0.312272712
0.285485621,0.381212091
0.304257093,0.412272712
0.291628593,0.369090894
0.250885664,0.453181788
0.236828507,0.508181773
0.232171414,0.536969682
0.216228593,0.563333273
0.169400021,0.612121182
0.151199993,0.621818136
0.116971479,0.617121152
0.050571443,0.598787833
0.043057143,0.602272667
0.0,0.699696909
0.0,0.706969636
0.0,0.746212061
0.0,0.755303
0.0,0.747727242
0.0,0.773030258
0.0,0.759545409
0.0,0.758939333
0.0,0.749242379
0.0,0.660151455
0.0,0.621515106
0.0,0.597878773
0.0,0.615151485
0.013571386,0.679242394
0.051914321,0.691666636
0.104857093,0.75499997
0.225114221,0.764696924
0.261171507,0.767878727
0.321114243,0.762121136
0.385685729,0.761818167
0.416600036,0.751818167
0.400171443,0.733030258
0.46851425,0.738181773
0.516742921,0.675757545
0.557542857,0.671060561
0.535057179,0.675151485
0.527542879,0.677121197
0.608999964,0.710454485
0.679714314,0.678030242
0.682542857,0.718030242
0.702599986,0.741666621
0.672628564,0.699696909
0.658085743,0.689545424
0.605714307,0.692272712
0.558485629,0.716363621
0.524685671,0.622424212
0.501828657,0.656969652
0.4727429,0.643939333
0.396885679,0.663181773
0.3524571,0.646515121
0.314057157,0.71060603
0.266828593,0.701818121
0.260685729,0.698787864
0.2579143,0.706818152
0.267257143,0.673787833
0.279428536,0.673333318
0.26911425,0.671515091
0.238657164,0.660151455
0.217200036,0.687121182
0.212028614,0.641212061
0.193771471,0.611212061
0.189028493,0.599242409
0.178342871,0.647121197
0.173142786,0.679090848
0.16425705,0.634999939
0.101571436,0.642272712
0.091771479,0.697575712
0.076285664,0.711515136
0.069285693,0.726818136
0.058057186,0.680303
0.060342843,0.602575712
0.054771421,0.527272712
0.047257121,0.516212121
0.0,0.499393924
0.0,0.489242379
0.0,0.435303
0.0,0.438484833
0.0,0.490606015
0.0,0.517575758
0.0,0.495303015
0.0,0.471060576
0.0,0.482272697
0.0,0.456060576
0.0,0.447878758
0.0,0.381666652
0.0,0.368636333
0.0,0.31060603
0.0,0.364393924
0.0,0.354545424
0.0,0.343333303
0.0,0.355303015
0.0,0.373787848
0.0,0.357272697
0.0,0.342121182
0.0,0.421212106
0.0,0.376818167
0.0,0.323030303
0.0,0.30030303
0.0,0.299090909
0.0,0.281363636
0.0,0.254696955
0.0,0.233484833
0.0,0.210606061
0.0,0.190757561
0.0,0.235909076
0.0,0.271969682
0.0,0.331363621
0.0,0.309090909
0.0,0.331212106
0.0,0.326363621
0.0,0.292575742
0.0,0.264090879
0.0,0.206666652
0.0,0.222424227
0.0,0.212121197
0.0,0.272727242
0.0,0.255151485
0.0,0.362121182
0.0,0.371515136
0.0,0.433484833
0.0,0.36999997
0.0,0.30560603
0.0,0.311818152
0.0,0.265303
0.0,0.296212106
0.0,0.318181788
0.0,0.330909061
0.0,0.270606045
0.0,0.274545439
0.0,0.326818182
0.0280571,0.291060591
0.049142893,0.242272712
0.053857093,0.207121197
0.053857093,0.195454545
0.055199979,0.165757576
0.061771393,0.182575742
0.062285721,0.198030303
0.0571143,0.206212121
0.070200021,0.218636348
0.08048575,0.213939379
0.143200029,0.230151515
0.167114257,0.24545453
0.175542886,0.291666636
0.176914321,0.326666652
0.191400036,0.336818182
0.189114271,0.313181788
0.174571443,0.313181788
0.156314307,0.324393909
0.1422857,0.298030273
0.133399964,0.308787864
0.120771464,0.335757545
0.07582855,0.307272712
0.0847714,0.313484833
0.073000007,0.279242394
0.114685714,0.322727258
0.095457129,0.3051515
0.056142864,0.278333318
0.046342907,0.324999985
0.043057143,0.340909061
0.042142814,0.306060591
0.088885714,0.319545424
0.153057207,0.286666636
0.196085686,0.326515136
0.241542814,0.284696955
0.246600014,0.263181803
0.244828579,0.267575758
0.291200036,0.230909076
0.296314243,0.233939379
0.336600057,0.228030288
0.38188575,0.228787864
0.37397145,0.237878773
0.36645715,0.242121212
0.377742879,0.182424227
0.391742814,0.206818182
0.441400036,0.213636348
0.478828536,0.238484833
0.542971364,0.219696955
0.511600057,0.221363621
0.577599986,0.238787864
0.53454285,0.251666652
0.521000014,0.237575742
0.499942779,0.2101515
0.459171514,0.205757561
0.450771329,0.213484833
0.451771436,0.179999985
0.43068575,0.217121197
0.446542793,0.172424227
0.427828543,0.155
0.421771457,0.186363621
0.4002,0.232424227
0.3445428,0.303333318
0.312600057,0.329545424
0.309885621,0.379090894
0.3071143,0.319999985
0.286885614,0.272575758
0.276114329,0.313787864
0.192314257,0.308030273
0.158171407,0.346969667
0.156771414,0.30060603
0.224685779,0.285909076
0.281828636,0.281060591
0.328142871,0.305757545
0.378685757,0.35499997
0.325257107,0.341969667
0.311657064,0.276515121
0.308885629,0.302575742
0.274342893,0.272424242
0.276114329,0.288181803
0.280828529,0.295909076
0.297685786,0.228939379
0.256457193,0.267272712
0.292514257,0.263787879
0.400257107,0.25545453
0.549485779,0.248484848
0.694628579,0.251212121
0.592114257,0.258787879
0.582828521,0.269242409
0.604342871,0.227121197
0.660457179,0.267727242
0.727885764,0.247272727
0.709114293,0.254090894
0.697457229,0.261666652
0.626342886,0.342424212
0.564542821,0.30060603
0.527514214,0.316969667
0.543457143,0.33545453
0.481171414,0.313030273
0.312685614,0.316060591
0.139485714,0.351212091
0.073000007,0.29484847
0.195200021,0.302272712
0.175542779,0.328030303
0.179257093,0.311818152
0.177399993,0.350757545
0.188114386,0.290757561
0.194685693,0.276818167
0.214400043,0.309242394
0.150685771,0.311969667
0.127742879,0.312575742
0.127314321,0.301363621
0.078599986,0.30530303
0.054257093,0.359545455
0.0,0.38045453
0.0,0.368939364
0.0,0.334242409
0.0,0.361363606
0.0,0.401515121
0.0,0.512272697
0.0,0.497878742
0.0,0.508181773
0.0,0.493939364
0.0,0.409393924
0.0,0.433030273
0.0,0.504696939
0.0,0.47060603
0.0,0.463030273
0.0,0.534696924
0.0,0.534696924
0.0,0.461212106
0.0,0.494242409
0.0,0.486060576
0.0,0.489999939
0.0,0.641515091
0.0,0.497272727
0.0,0.49499997
0.0,0.522424242
0.0,0.505606045
0.0,0.557575742
0.0,0.4551515
0.0,0.551212076
0.0,0.475606015
0.0,0.544242394
0.0,0.566363591
0.0,0.519545409
0.0,0.416212106
0.0,0.512424242
0.0,0.536363606
0.066485707,0.520909045
0.071114243,0.532878758
0.154914314,0.509545409
0.205485643,0.437424227
0.2625715,0.43060603
0.331399971,0.457878742
0.438628607,0.513787879
0.490114264,0.42984847
0.522914236,0.570757545
0.539257157,0.490302985
0.611342836,0.501969652
0.640314264,0.514545439
0.6549142,0.458181788
0.709600064,0.395757561
0.739085714,0.444696939
0.709628621,0.469999985
0.722771457,0.410454515
0.746142793,0.376666652
0.726542771,0.329545424
0.771000014,0.420909076
0.7620285,0.474545424
0.764914264,0.493787818
0.806542857,0.38545453
0.75688575,0.34999997
0.77137135,0.324393909
0.7494,0.269393924
0.734914286,0.282727273
0.789171493,0.297424227
0.785971393,0.292121197
0.803742871,0.297575742
0.7953428,0.255303
0.7906286,0.257121197
0.775114221,0.299999985
0.720828571,0.337272697
0.729314314,0.3451515
0.704971421,0.34045453
0.7705428,0.28560603
0.74897145,0.28984847
0.791114264,0.234090894
0.7494,0.318181788
0.76811425,0.234090894
0.7695428,0.251666652
0.7770571,0.21484847
0.721400014,0.240606045
0.709599957,0.250151485
0.713857157,0.258181803
0.683399964,0.268181803
0.692257143,0.288181803
0.637542836,0.217878773
0.644142807,0.240757561
0.6530571,0.226818167
0.622028571,0.199848485
0.635714286,0.182878788
0.63434285,0.213787864
0.619742914,0.251060606
0.5748,0.254242409
0.561685614,0.27
0.513999936,0.299696955
0.53639995,0.281969682
0.512971386,0.258484833
0.538742829,0.299696955
0.511628507,0.30530303
0.548114343,0.277575758
0.584628621,0.338636333
0.577628543,0.309090909
0.5748,0.296363621
0.564999936,0.273939364
0.535057179,0.253030288
0.499428557,0.299545439
0.4648286,0.241818167
0.472771343,0.235909076
0.444199914,0.275757561
0.442742921,0.269393924
0.420828571,0.269545439
0.414685714,0.263636364
0.42928565,0.254393924
0.416628593,0.233333318
0.407685636,0.266515121
0.418428586,0.246060606
0.437171393,0.27984847
0.432971407,0.292424227
0.446142907,0.25545453
0.414285714,0.276363636
0.362257164,0.288939394
0.383828629,0.3251515
0.398342893,0.281363636
0.401114329,0.292424227
0.414742821,0.3001515
0.458685736,0.275757561
0.545314243,0.308939379
0.585542843,0.257121197
0.6052572,0.255151485
0.631457193,0.255151485
0.602885657,0.251666652
0.615114264,0.208484833
0.5977429,0.239545439
0.589742821,0.219242409
0.621600014,0.235151515
0.581399971,0.242272712
0.611314286,0.273030288
0.629542757,0.242727258
0.608971407,0.260303
0.637057171,0.263484833
0.646457129,0.230151515
0.682057193,0.242878773
0.686171393,0.274393924
0.718028586,0.300454515
0.707285743,0.258333318
0.772800007,0.248636364
0.762114279,0.219696955
0.803257207,0.231818167
0.844485693,0.2101515
0.852828543,0.188939379
0.807971407,0.153636348
0.777542879,0.128333318
0.7924857,0.134545439
0.776542879,0.135606061
0.739142936,0.13
0.78639995,0.108484833
0.762114279,0.109242424
0.74897145,0.087272727
0.725971443,0.093636364
0.715257157,0.085757576
0.681542857,0.095
0.640771379,0.090757576
0.592114257,0.11469697
0.556114307,0.161212106
0.546685679,0.152121197
0.50688575,0.11969697
0.461057064,0.092121197
0.4292572,0.115606061
0.432542857,0.152272712
0.408599964,0.177272712
0.446542793,0.187424227
0.391314264,0.181969682
0.393200029,0.218939379
0.398828564,0.270303
0.371685793,0.24045453
0.318257143,0.188030288
0.295314243,0.194696955
0.344457136,0.186363621
0.327171436,0.208636364
0.265399936,0.22545453
0.236342836,0.202121197
0.221400014,0.155151515
0.205885643,0.16969697
0.1821143,0.192727258
0.165685707,0.160909076
0.187200057,0.18969697
0.212971386,0.188030288
0.218542914,0.143636364
0.165685707,0.165757576
0.06320005,0.150151515
0.115171486,0.135
0.14837145,0.182575742
0.128171429,0.153636348
0.104342871,0.096212106
0.094971357,0.087121212
0.047714236,0.094090909
0.069257136,0.137424242
0.044485693,0.161969697
0.0,0.125757561
0.0,0.119242409
0.0,0.116969682
0.0,0.137121197
0.0,0.095303015
0.0,0.112424242
0.0,0.081666667
0.013571386,0.1201515
0.0,0.102424242
0.043485693,0.078333333
0.051914321,0.108636364
0.043971471,0.096363636
0.013142829,0.155151515
0.0,0.075606061
0.0,0.09
0.0,0.140606061
0.042142814,0.188333318
0.0,0.186060606
0.013142829,0.179393924
0.0,0.161212106
0.0,0.173636348
0.0,0.137121197
0.042142814,0.144393939
0.0,0.187272727
0.060342843,0.140303015
0.0,0.15984847
0.089342829,0.223787879
0.044914243,0.169242409
0.048685671,0.168939394
0.0898286,0.196060606
0.042142814,0.212878773
0.043971471,0.1951515
0.0,0.231363636
0.0,0.211818182
0.0,0.267272712
0.0,0.240909076
0.0,0.253333318
0.0,0.242727258
0.0,0.226666652
0.0,0.230757576
0.0,0.241818167
0.0,0.233939379
0.0,0.238484833
0.0,0.322727258
0.0,0.351818167
0.0,0.308181788
0.0,0.351818167
0.0,0.407272712
0.0,0.386969682
0.0,0.253181803
0.0,0.305909076
0.0,0.317575742
0.0,0.353636333
0.0,0.296666636
0.0,0.303181788
0.0,0.338181788
0.0,0.383181803
0.0,0.436060591
0.0,0.407121197
0.0,0.420303
0.0,0.362424212
0.0,0.386212091
0.0,0.405606045
0.0,0.365606045
0.0,0.439242394
0.0,0.392121197
0.0,0.349090894
0.0,0.416666636
0.0,0.458787864
0.0,0.471818136
0.0,0.433787864
0.0,0.388484833
0.0,0.416969682
0.0,0.421666636
0.0,0.353636333
0.0,0.47499997
0.0,0.44484847
0.0,0.383939364
0.0,0.385606045
0.0,0.442575742
0.013571386,0.421060591
0.0,0.424393909
0.0,0.537878727
0.0,0.448787864
0.0,0.473030258
0.044914243,0.525303
0.116542814,0.474848455
0.20548575,0.476515136
0.336971393,0.491212091
0.3646286,0.528333318
0.314057157,0.516666636
0.433971407,0.474393909
0.445628571,0.397272712
0.426885657,0.495151455
0.509742843,0.540606
0.397828564,0.440454515
0.475628664,0.508484818
0.451685657,0.554393879
0.384257179,0.496363606
0.422171457,0.523787879
0.359457179,0.527575758
0.420771464,0.52575753
0.362742836,0.488787848
0.351457107,0.559545394
0.343057143,0.545303
0.3492,0.526818136
0.330485643,0.599696939
0.28414285,0.506060576
0.233971407,0.592727258
0.216742814,0.588181758
0.256542857,0.652272712
0.206400079,0.570606
0.176457107,0.614545424
0.144628579,0.624696909
0.141771479,0.564090909
0.1020571,0.552727273
0.042142814,0.538030273
0.051485664,0.594696909
0.062285721,0.501818167
0.0,0.581818152
0.0,0.596666621
0.0,0.566212106
0.095914243,0.508787848
0.212457164,0.562121182
0.21811425,0.57484847
0.343599921,0.569090879
